id,credit_score,ssn,n_loans,active,balance,high_credit,last_activity,n_months,overdue,30 DAYS LATE,60 DAYS LATE OR MORE,ON TIME,n_on_time,n_30_late,n_60_late
3b5631ff-cab2-47c4-907e-fd263dd12c78,815,613-56-8532,13,4,41884,111209,1999.0,341,704,0.08541215006712745,0.037986668612854574,0.8766011813200179,301.0,24.0,16.0
d691b422-aca3-44ff-9248-801d9b2bd70a,1184,438-39-9897,13,6,41065,130560,1998.0,329,0,0.04295273691825416,0.05321653442343098,0.903830728658315,296.0,15.0,18.0
0e9b24c6-692b-497f-952a-6d08809b92b2,601,020-29-1720,8,2,16405,82274,1999.0,228,0,0.06159039061515842,0.08885647248650344,0.8495531368983381,197.0,13.0,18.0
06b8ff8e-f9a9-42cf-91f7-ef1e77050668,1006,748-93-6502,15,5,37439,159381,1999.0,297,386,0.030850377692482958,0.053073805279687636,0.9160758170278295,271.0,14.0,12.0
da9ff2b0-e1cb-402d-83e0-d0e3aa18a344,1156,121-11-7000,13,9,39498,119816,2012.0,321,0,0.04778710022584795,0.059994682129262615,0.8922182176448895,290.0,13.0,18.0
47a7c061-95d4-465a-ac7e-162f84c1f22d,1540,382-75-5279,15,10,66922,141250,2006.0,292,0,0.04767433187885306,0.03841764935816806,0.913908018762979,269.0,13.0,10.0
6976f836-ed6b-436d-b5bb-67686e9a11dc,715,614-35-3445,7,5,11899,53448,2000.0,169,0,0.03947510822510823,0.0797077922077922,0.8808170995670995,151.0,8.0,10.0
e34aeebd-ab4c-4872-817a-25171b279f4f,1534,167-62-9192,17,7,44786,157142,1998.0,425,0,0.04456056701549325,0.04917047682482029,0.9062689561596864,381.0,20.0,24.0
8f1a89ec-05d2-426a-a0ee-f8dc663b2aba,1774,881-93-8981,18,10,74973,236545,1999.0,429,107,0.05992362309785093,0.049691089098528846,0.8903852878036204,381.0,27.0,21.0
cd1178d9-1286-49c1-89d7-5739f039f40e,1719,073-36-2059,19,9,74492,197863,2001.0,406,0,0.06106724683254541,0.04283362844188118,0.8960991247255732,362.0,26.0,18.0
7ad38723-6cf6-49a8-88ae-e3c09ce1bd4d,-123,377-44-4223,5,3,2322,14402,2000.0,100,920,0.06261904761904762,0.06714285714285714,0.8702380952380953,87.0,6.0,7.0
b26603bf-e288-45f7-bdad-29cff099cc9c,1111,791-77-9933,13,4,28888,149895,2002.0,308,578,0.045817343963900595,0.040157414088060096,0.9140252419480392,281.0,14.0,13.0
e7298407-2353-477f-902d-8f94386ee327,990,652-04-5613,8,5,39394,88826,1997.0,164,0,0.05195341294412502,0.03339598997493734,0.9146505970809377,152.0,7.0,5.0
ab13ded6-a571-40a4-a1cf-940883e732e0,1110,379-64-4641,12,4,29720,142374,1999.0,264,0,0.05831425884057462,0.055982664995822884,0.8857030761636024,239.0,13.0,12.0
273da8d0-4af2-46b2-9f6c-4de2c2e00d02,1005,731-20-9624,9,6,28556,91493,1998.0,255,0,0.05810310006216438,0.04634263830170263,0.8955542616361328,228.0,15.0,12.0
d2945fd4-a2b8-4fb2-97ff-8274ad05c9da,1096,815-71-8749,14,10,80120,140720,1999.0,324,647,0.04852147107269563,0.05069868794574,0.9007798409815644,291.0,15.0,18.0
cb1e0c87-898a-4cfb-b0d5-e8fe6b518e88,770,112-94-8005,10,3,34796,80224,1999.0,232,0,0.04755481502946006,0.0551980541432874,0.8972471308272525,206.0,12.0,14.0
18e978e7-4f17-488a-9db9-2e32d1eab936,956,477-54-1798,8,5,35233,73822,2001.0,178,0,0.022157653383934217,0.039631603914910614,0.9382107427011552,166.0,5.0,7.0
78c149d1-5a17-48a8-80ca-4ac4fc6da222,1096,271-61-3377,11,6,53070,145372,2003.0,291,68,0.06657598025359122,0.04833806544332861,0.8850859543030801,263.0,15.0,13.0
e97c175d-f4f6-4523-9048-857b91ee9654,1189,673-34-3127,12,3,14173,118667,2003.0,258,0,0.047187894951052835,0.07800826853458433,0.8748038365143628,228.0,11.0,19.0
2c55db1b-eaac-42fa-9a5d-82b9897ff396,1337,355-36-0254,12,7,49946,136762,2003.0,288,0,0.040817577030812326,0.03681953329519253,0.9223628896739954,267.0,10.0,11.0
ba249768-4bab-42e7-ba5f-814b88b68a7f,1253,664-33-6224,10,8,64240,120669,2005.0,183,0,0.03948020680779301,0.04750131180151464,0.9130184813906924,166.0,8.0,9.0
b6d988e3-2713-4ad0-9cc3-24925fde8975,1000,521-70-9079,10,5,30899,100930,2002.0,203,0,0.05169096538136786,0.024577540106951873,0.9237314945116804,187.0,10.0,6.0
7c0356ad-77e1-43d2-b6bd-6fe21fa2d40f,1751,654-51-2950,16,6,64248,175090,1997.0,372,0,0.06502118494305995,0.029339321218433058,0.9056394938385072,336.0,25.0,11.0
eadb1b1e-7138-41a0-8adc-7c7369334961,1066,787-84-6083,11,7,28893,94243,2004.0,225,0,0.07058573147282825,0.049637874344619214,0.8797763941825526,196.0,16.0,13.0
f6159397-4d96-43a0-b99b-ebc4ba137295,796,250-85-4518,8,3,16789,72284,1999.0,159,0,0.06551939324116743,0.02815380184331797,0.9063268049155146,143.0,9.0,7.0
624c174d-012a-4b4f-add5-37354683d750,906,550-04-3922,10,6,41925,90195,2006.0,262,0,0.03605163537922158,0.044362888687672505,0.9195854759331059,243.0,7.0,12.0
1311630c-c745-4aff-9fc1-ae5a922493a8,177,753-89-7288,9,7,13611,50873,2004.0,183,1806,0.08030782975958413,0.04328239580432563,0.8764097744360901,158.0,15.0,10.0
b3ba2b63-90c3-4d90-8077-5d025c86494c,382,545-64-6137,6,2,6618,55780,2000.0,178,0,0.009523809523809523,0.06935394040657199,0.9211222500696185,165.0,2.0,11.0
60df5f6e-f1b2-458b-8a45-457d4c65e39f,1460,168-82-1375,13,10,69209,135355,1997.0,330,0,0.03535551134689066,0.04739697647405557,0.9172475121790539,302.0,13.0,15.0
92c46752-1750-49cd-8cfc-1623e13e6541,1107,433-45-9456,11,9,68842,113895,2002.0,208,245,0.07120303938485756,0.06716263534445353,0.861634325270689,183.0,12.0,13.0
4878728e-0635-409b-98ea-e57626026c60,713,143-14-6286,13,7,61668,116503,1997.0,301,1500,0.06631909925774024,0.040712280565221734,0.8929686201770382,276.0,16.0,9.0
70c37cac-1fa8-4036-8747-e36632b3c642,1390,347-87-5676,18,10,50083,155028,1999.0,393,0,0.04171123693590272,0.07103225554318636,0.8872565075209109,350.0,17.0,26.0
535ded8d-d3bb-49f7-8796-89f60e10c05e,1069,136-95-8354,10,6,36829,96049,2006.0,253,0,0.07675766283524904,0.03369790048669359,0.8895444366780574,222.0,20.0,11.0
572edd97-8d82-44ee-ab2c-e5b50b8e6990,718,780-88-9241,9,6,21346,85354,2000.0,178,467,0.03526930285550975,0.039739953533056975,0.9249907436114333,162.0,8.0,8.0
4dcfcc6f-f02a-426d-96c0-c9a491ed79c7,1908,502-10-4858,19,9,64159,240761,1999.0,449,0,0.05752788910922447,0.061927389136810736,0.8805447217539646,394.0,28.0,27.0
b0bf8510-e705-4433-8690-6505a37809c2,437,881-14-8620,9,4,43634,92066,2001.0,244,142,0.07692045353335676,0.0586618352747385,0.8644177111919048,215.0,16.0,13.0
e6caabca-8a17-4c22-b156-fb48a6757931,1290,267-47-4636,16,6,25107,148893,1999.0,330,752,0.06821349971988516,0.045981149969636814,0.8858053503104781,290.0,23.0,17.0
388889d0-0cb1-4af1-979b-50ea7e2c072a,1101,175-44-9542,9,5,46436,96945,2006.0,201,0,0.060648842245543885,0.037980255903794134,0.9013709018506622,181.0,12.0,8.0
33c6178b-72ab-4c8e-9ee2-a7a928a14e5d,1508,360-87-3199,16,8,63970,161596,1998.0,388,0,0.028830470489477844,0.06902956027496468,0.9021399692355575,348.0,12.0,28.0
e2716f3f-6688-49e4-863b-687cce10dfea,1576,366-82-2880,13,4,42659,163922,1998.0,340,0,0.057705771694888566,0.029461301038380145,0.9128329272667314,312.0,16.0,12.0
260e9dde-4a98-4586-9065-ec3b80c68192,2106,425-59-7666,19,10,79359,253016,1999.0,496,0,0.033708262777939306,0.04681862247200077,0.9194731147500598,452.0,20.0,24.0
43518926-89be-4352-8ded-ac5dab8e86de,1086,863-88-2066,9,3,23377,107899,2000.0,215,0,0.05630881017354447,0.049401421623643846,0.8942897682028117,192.0,12.0,11.0
bb6fc6af-bf98-4e85-b2c3-8ffdcb95c556,763,726-04-9492,9,6,38090,100985,2006.0,218,264,0.044445206209912096,0.07926376646706886,0.8762910273230191,192.0,9.0,17.0
06267b8f-14fb-414e-9299-a54d5a38eb55,708,709-92-8814,10,5,19723,98954,1999.0,232,59,0.03828063101301642,0.03400752726410621,0.9277118417228774,215.0,6.0,11.0
f3f8f7e0-1239-4a4a-bb82-76b44af9bb63,1102,893-91-4133,11,4,43706,120286,1997.0,262,0,0.022846965303861856,0.04442852998887482,0.9327245047072633,241.0,7.0,14.0
82a9bcd6-5196-4763-992f-d9cb52438986,1057,177-21-8520,12,8,55732,149371,2005.0,304,1220,0.04866769378652852,0.050998283967751246,0.9003340222457202,277.0,14.0,13.0
b8741b24-55ef-4105-88d0-a106588b2ad7,956,734-61-1654,11,4,14239,82529,1998.0,260,0,0.04190619986074531,0.05849034803580258,0.899603452103452,237.0,9.0,14.0
1d689c58-994c-4ad8-a30f-0e13197e8d91,752,797-99-3708,7,4,37805,91614,1999.0,163,0,0.03296556608913588,0.021893242422827253,0.9451411914880368,152.0,6.0,5.0
3b92d785-7c52-451b-99ce-6fcf0da90ecd,1488,829-62-6863,17,7,70397,165962,1998.0,314,28,0.04484393897061265,0.043018461536035744,0.9121375994933516,283.0,14.0,17.0
654ef00a-7190-4514-9ff2-694da69e5b91,976,054-18-8929,10,3,30000,80987,2003.0,218,0,0.050187501378078626,0.040828735144312386,0.908983763477609,195.0,14.0,9.0
4b109352-e3e0-4806-9be6-2bc4e46786ec,915,422-58-3073,16,9,61207,157400,2004.0,387,1036,0.03662442614055517,0.05773955366346671,0.905636020195978,345.0,18.0,24.0
8a6266fc-8f66-4708-9aac-8197207f9733,1245,124-81-0713,16,8,29424,152623,1999.0,389,24,0.03477221164669906,0.060848611265813465,0.9043791770874876,352.0,15.0,22.0
fb056108-079b-4c9b-ae8c-50100da851ac,1121,082-75-1856,16,10,67805,140436,1998.0,382,614,0.060102125330153695,0.0509216917623099,0.8889761829075363,339.0,21.0,22.0
a5b907f0-2439-417e-b3fb-deb6464242d7,1450,540-92-8241,11,4,43838,166849,2000.0,218,0,0.06235799803911259,0.03785664155246198,0.8997853604084255,196.0,13.0,9.0
3d6354d8-f7ed-45ba-b22d-8d22692875ac,877,255-39-8183,11,9,64598,120321,2002.0,279,1408,0.04527373030115977,0.04691979595054462,0.9078064737482957,252.0,15.0,12.0
8df2431e-36cf-4e86-a7df-106ee0709f84,321,547-90-7762,7,4,30916,65378,2012.0,167,170,0.07349344910377945,0.07928912944488141,0.847217421451339,142.0,13.0,12.0
69fd8c76-4268-4f9d-9922-078d971ecfb6,1415,312-97-1103,13,8,61384,168452,2000.0,332,321,0.03271034521034521,0.03673826173826173,0.930551393051393,308.0,12.0,12.0
63037ef2-32ad-466d-b6c2-82a845b4cfe1,606,641-20-9852,8,5,43651,65509,2005.0,190,538,0.03704788230884558,0.117495844187186,0.8454562735039683,162.0,8.0,20.0
26ea1efe-6f22-471e-8d9b-7553b91c7a44,675,740-73-8954,8,4,20941,94696,1999.0,167,728,0.044875945547301045,0.05411994229129779,0.9010041121614011,149.0,8.0,10.0
1d8c3d64-e73a-4e46-85ad-fd3d2383f2ea,969,448-81-8239,11,4,28835,74055,1999.0,295,0,0.02714629425155741,0.025915450343367962,0.9469382554050749,276.0,10.0,9.0
f560d95c-4267-4f02-b403-787712ce1162,871,310-49-6819,7,3,27589,75034,1999.0,180,0,0.022687994116565545,0.03921293742722314,0.9380990684562114,167.0,5.0,8.0
592fc92d-3ecd-4643-a222-cbf8e5c9c0d7,1165,865-51-5456,12,3,29097,110617,1998.0,199,0,0.05134347864611022,0.05821337531863847,0.8904431460352513,181.0,9.0,9.0
9c382578-7648-46ca-8d04-d23bc53d5899,630,246-82-2989,10,4,41344,98016,1998.0,235,200,0.03367835595776772,0.03705128205128205,0.9292703619909503,218.0,9.0,8.0
cf5ac268-028e-4fc7-8841-a268e9b3cd9f,325,385-49-5022,14,6,59741,135115,1997.0,313,1557,0.04060313490391078,0.09234826834813707,0.8670485967479521,278.0,13.0,22.0
26cb8d48-9330-49f3-9217-b0be680d5e8c,1509,712-05-2340,20,10,92363,179266,1999.0,466,474,0.06855174502211668,0.05197481736847002,0.8794734376094133,417.0,27.0,22.0
37620700-39ed-4f54-ace4-631d37b8544b,674,774-35-3163,9,5,32835,68520,2009.0,184,578,0.0647338137534216,0.022320006625132185,0.912946179621446,167.0,12.0,5.0
73296370-dd5c-4032-bfd9-f25d8dcef7c2,1351,590-53-7061,13,6,17526,150101,1999.0,314,0,0.06048730323288782,0.05836022450423728,0.8811524722628749,277.0,18.0,19.0
b8b0e614-7078-42c0-967b-26044c5940b9,952,294-08-3818,11,3,33381,137616,2002.0,213,0,0.02229121913798292,0.07514220059859006,0.9025665802634272,193.0,7.0,13.0
74014ede-dea1-4f85-bcb7-228a14082c85,1142,227-81-1632,11,9,43382,93606,2014.0,255,0,0.031372165046343166,0.06684946432190036,0.9017783706317565,229.0,9.0,17.0
ce2d84c5-c170-40f7-9b72-33a749cfd953,937,183-82-8365,12,6,49064,116513,1998.0,294,436,0.060609300553547185,0.06082160394132697,0.8785690955051261,257.0,21.0,16.0
a6e9520c-5a86-4365-a45e-112dd45f9566,476,683-57-6738,10,6,18754,86863,2008.0,175,1319,0.08500666494668044,0.04376514202172097,0.8712281930315987,158.0,10.0,7.0
69c22d2f-ecdb-42ef-ade4-a204d404f66f,645,537-10-1027,15,9,52114,120580,2004.0,394,1221,0.039179689419627496,0.048221102990194845,0.9125992075901778,354.0,20.0,20.0
2ac42732-82c1-4319-9e52-3e2854d68a34,1033,300-85-2541,9,7,55932,77636,2001.0,154,0,0.050819252432155654,0.05932901444822904,0.8898517331196152,140.0,5.0,9.0
7af8fe93-8b5a-41d4-a8b7-80af951827ca,1304,775-58-8357,14,10,64945,152213,2000.0,282,671,0.04243702077803461,0.03650948078712172,0.9210534984348435,259.0,12.0,11.0
149f0376-9774-44d8-a22b-9de8acec5858,610,243-82-6137,8,6,18775,60270,2010.0,216,198,0.02525058275058275,0.05834929280407916,0.9164001244453381,197.0,5.0,14.0
a5bb7479-cee6-4523-b660-bcd1eee9cb29,321,336-37-4564,5,2,9479,45987,2002.0,110,816,0.08313492063492063,0.027314814814814813,0.8895502645502645,99.0,8.0,3.0
fa45ed67-2c99-460d-b69d-d12ff879e5b8,1585,728-31-0019,16,8,35600,161958,1998.0,378,0,0.04613967882160472,0.04600288852856442,0.9078574326498309,341.0,17.0,20.0
0e6cbade-fc06-4fe9-bac7-5712a7e4aaba,1389,560-54-5501,13,7,50856,136195,1999.0,296,0,0.03268654048006275,0.04973466704235934,0.9175787924775778,270.0,14.0,12.0
d90ea81a-72b6-4ec3-8753-bc97c092e43c,931,038-16-3403,11,3,50184,123170,1999.0,172,0,0.06709235209235209,0.0407803599908863,0.8921272879167617,156.0,8.0,8.0
26a79648-9c06-43b2-894f-1eff8512a8c0,1271,376-75-6485,12,9,48407,119055,2006.0,248,0,0.0356747454059282,0.04488389131300539,0.9194413632810665,228.0,11.0,9.0
37875070-b1db-403d-ae88-490437ba4393,1124,573-69-8690,17,7,35957,156879,1999.0,317,1052,0.061314236969607805,0.06558740043394774,0.8730983625964446,280.0,22.0,15.0
081d266f-73e8-4f1d-a738-aaf1549c9ffc,1115,463-12-5419,9,3,37589,96433,1998.0,175,0,0.0443019943019943,0.03361915861915862,0.922078847078847,159.0,10.0,6.0
6f9c5816-7e48-4b48-a58b-48f356f5d51c,970,594-12-4758,10,6,32492,69986,2004.0,182,0,0.05463229151309647,0.03688348416289593,0.9084842243240075,167.0,11.0,4.0
cf512c70-146b-4fbf-85f7-7bd14f633c57,990,753-29-2557,13,7,34491,110096,2001.0,360,795,0.06128790160620398,0.05591456704734907,0.8827975313464471,319.0,23.0,18.0
fcba34ec-7937-4cff-a512-cbbec2afee61,1383,225-28-3976,14,8,33020,132332,1998.0,330,0,0.0470107376145622,0.04763700162447052,0.9053522607609673,294.0,17.0,19.0
caa161d2-3d2e-4723-8167-05c0cd90ed7d,1286,381-87-4751,13,5,23851,115284,1998.0,300,0,0.04532914825878668,0.04524691605104839,0.9094239356901651,274.0,14.0,12.0
ee19549f-ef61-4068-a612-a41dcb57a76f,1995,311-33-7245,18,9,77888,215129,2002.0,390,0,0.04540241863996654,0.046273715995938214,0.9083238653640954,357.0,19.0,14.0
c415a5e7-8e35-41df-84ba-a3edc840990d,1222,622-90-2653,13,9,59415,151611,2003.0,373,446,0.055015781138215876,0.05838034459387245,0.8866038742679117,335.0,21.0,17.0
0ceb71a8-0a94-4855-a5f3-21ba5580735c,891,239-42-2705,10,7,41479,104473,2001.0,153,887,0.04212092731829573,0.05621674378253325,0.901662328899171,139.0,8.0,6.0
9b2a71cd-a98f-46e7-918e-fa964436cba1,1205,088-13-7652,18,10,45254,160200,1999.0,354,1748,0.06176162117154105,0.054161575209039886,0.884076803619419,312.0,22.0,20.0
01c5abe3-c506-48e7-bdfc-6437d542be38,1094,830-74-4909,13,4,20271,151576,1999.0,304,0,0.05520409121028316,0.06124670242317301,0.8835492063665439,269.0,17.0,18.0
6a3a97fa-2a4e-4ceb-b460-9224b608d984,574,559-71-0600,8,4,40183,67258,2002.0,197,368,0.09697050308901642,0.06950310723101746,0.8335263896799662,165.0,18.0,14.0
70ba729e-3628-434a-a3e1-026c54d96e8b,1337,245-29-4935,16,10,53630,162372,1999.0,341,688,0.06278461102250264,0.05482931659069462,0.8823860723868028,302.0,22.0,17.0
52aef651-36aa-4a43-b490-d0d10b7e33b8,818,390-04-5359,8,4,38936,79570,2003.0,169,0,0.06392371995820272,0.04105276907001045,0.8950235109717869,150.0,11.0,8.0
7507461a-856e-4121-8627-b7163ca179e6,901,022-39-4028,12,9,51402,108059,2004.0,290,432,0.0479443069081227,0.03335802148302148,0.9186976716088558,266.0,14.0,10.0
4c7b4352-be51-4875-93f6-345aaec6ec46,994,830-05-1999,9,5,17443,104176,2002.0,189,0,0.03495175848117024,0.05954520697167756,0.9055030345471522,167.0,9.0,13.0
44ed7cc7-e5b2-4b60-b190-08384e040e5c,795,293-80-3285,10,4,31713,109573,2001.0,238,451,0.07543996761738697,0.048190413916220365,0.8763696184663926,211.0,15.0,12.0
1b19b562-c832-4177-a2ca-e0edbe56f076,1858,058-06-7116,17,8,59245,192893,1999.0,318,0,0.04626053867072869,0.03938239418849539,0.914357067140776,290.0,15.0,13.0
8912bc31-7802-4d76-b0f1-4e156de13e73,182,338-47-9298,7,5,15958,59692,2004.0,106,1071,0.06434240362811791,0.046414399092970515,0.8892431972789117,96.0,6.0,4.0
94d32bec-4b63-4a97-b565-000efed28bc7,510,391-74-5520,12,6,46976,135531,2000.0,245,1043,0.059404656687265384,0.028400222965440355,0.9121951203472941,225.0,11.0,9.0
14e9bde9-3024-4c54-ae35-73bb62861956,1438,329-43-9582,14,10,32501,148235,2003.0,266,0,0.05963850731652588,0.03510832060146523,0.905253172082009,239.0,16.0,11.0
abaac3e8-1f17-425d-b0dc-20203c0e6a04,1189,572-12-5113,20,10,63646,163383,1997.0,471,1052,0.04597802197802198,0.05073544264874911,0.9032865353732291,426.0,24.0,21.0
394faa1e-6caf-4bc4-b9d3-a3296c7f9f3a,631,364-26-1078,6,3,15010,58163,1997.0,154,0,0.036946375656053076,0.04472081676382752,0.9183328075801195,139.0,7.0,8.0
e202745f-062f-44c0-9968-d171ef837078,1478,317-93-8718,14,6,63920,130088,1999.0,341,0,0.06936948394093821,0.041714980764274566,0.8889155352947873,308.0,20.0,13.0
f64b0b69-4e78-41ee-a213-82c7352e7324,1541,485-97-9482,15,9,89768,181924,2007.0,318,0,0.059735261457775204,0.05313923275255109,0.8871255057896739,281.0,20.0,17.0
ffeba614-765f-460c-b087-fcbe5dc179bb,788,299-65-6485,9,3,16179,105433,1997.0,242,0,0.06255047981059975,0.061101217894696164,0.8763483022947042,215.0,14.0,13.0
84aa1659-a497-4b62-a4b8-dbbce3f9d812,644,719-27-5336,4,2,28061,35424,2000.0,108,0,0.04174034777483053,0.06699287302735579,0.8912667791978137,96.0,5.0,7.0
fa15a01b-198c-4d07-a900-d2e4564a9ca5,468,357-69-6769,8,3,10674,81654,1999.0,169,57,0.04335357624831309,0.030906995051731893,0.9257394286999551,155.0,7.0,7.0
c33c5753-9fb2-453f-b8c4-adffdf5f4305,1243,130-54-4982,16,9,44251,141364,2001.0,367,885,0.05334616180567226,0.041894435257438356,0.9047594029368895,333.0,19.0,15.0
a250a4df-1375-4141-b19a-803e8e396438,1071,758-57-7801,17,7,49421,196153,2005.0,382,800,0.07609331896141397,0.03884737593680673,0.8850593051017794,335.0,32.0,15.0
c5c54623-ea87-474b-9f03-959bdbb83876,1175,431-82-8054,15,5,56634,135141,2004.0,333,0,0.04950347328106242,0.043429910849265695,0.907066615869672,300.0,18.0,15.0
f493cc74-b3b6-495f-bc52-5fd390a45534,719,586-31-6946,13,3,11969,169950,2002.0,309,405,0.04792206662116165,0.06962085928149277,0.8824570740973456,270.0,16.0,23.0
22fe6831-9d37-4d3f-a0e9-5276075097b3,1124,244-61-2146,15,9,58081,141318,2003.0,316,379,0.06146569426741841,0.045826395826395826,0.8927079099061856,280.0,21.0,15.0
b6629abc-1412-4bd4-8d6a-7b59e75cb941,541,104-47-6566,6,4,4319,29423,2001.0,123,0,0.0807471264367816,0.030555555555555558,0.8886973180076629,109.0,9.0,5.0
e76c6ae2-f1cc-4b93-9848-8425d787f638,1077,739-15-0929,16,10,61885,158463,2000.0,368,44,0.07565660300840978,0.05664324887896955,0.8677001481126208,325.0,22.0,21.0
ad9ef84e-7179-4193-9292-396c620f34dc,1102,227-53-2321,11,5,46657,96918,2001.0,264,0,0.03821098687408848,0.05584116566736888,0.9059478474585425,239.0,11.0,14.0
0613257a-7ff2-42cc-9445-99d2215a12d0,1630,888-49-9781,18,10,90018,179078,1999.0,392,394,0.05416056558213421,0.06444105075641023,0.8813983836614556,349.0,23.0,20.0
2357caa4-391f-47ad-be58-3ae7f9205136,185,218-37-6795,7,3,7848,35427,2000.0,120,333,0.04403013653013653,0.0763936063936064,0.8795762570762571,108.0,5.0,7.0
ebbf3f28-6a5a-4909-9f18-138503abcdec,1408,154-53-3165,12,9,68207,134991,1997.0,322,0,0.030952263060106202,0.07132024297739041,0.8977274939625035,286.0,12.0,24.0
322d0b85-22d6-4e7e-bbaa-c283264e3610,877,543-34-4403,11,3,15520,103668,2000.0,239,0,0.05514976455791933,0.049693687877586365,0.8951565475644941,213.0,12.0,14.0
26308a76-10c8-408d-b22a-d7d02b67f1f5,1778,222-24-3723,16,10,95131,168423,1997.0,392,0,0.0475744459329624,0.04616564228865113,0.9062599117783866,353.0,21.0,18.0
eebcb77a-f82a-4805-8f1d-bc2a94843bcf,1227,379-48-0829,11,8,34645,124343,2001.0,216,0,0.022479494190020502,0.03963792055897319,0.9378825852510062,201.0,6.0,9.0
092506a9-ba9b-41bf-86d8-a074f75c72a9,931,075-35-1262,13,9,17871,117823,1998.0,326,53,0.05844454390930975,0.029234053754844832,0.9123214023358455,296.0,20.0,10.0
